상품이름,할인전가격,할인후가격,할인율,"상품용량
(숫자만)","상품설명
(chatGPT 이용)","카테고리1
(강아지/고양이/공용)
(D/C/Z)","카테고리2
(사료/간식/용품)
(1/2/3)","카테고리3
(주니어/어덜트/시니어/공용)
(j/a/s/z)(임의로 넣기)",auto increment,상품코드,긴 상품 설명,
"브로스 순살 닭고기, 토마토, 당근 파우치 40g",2100,2100,0,40,순살 닭고기와 채소가 들어간 브로스 파우치 40g,D,2,z,376,D2z376,"브로스 순살 닭고기, 토마토, 당근 파우치 40g은 반려동물에게 건강한 간식을 제공합니다. 신선한 순살 닭고기와 영양가 있는 토마토, 당근이 조화를 이루어 맛과 영양을 동시에 챙깁니다. 부드럽고 촉촉한 식감으로 반려동물이 좋아하며, 40g의 작은 파우치로 간편하게 급여할 수 있습니다. 영양과 기호를 모두 만족시키는 제품입니다.",
동원 뉴트리플랜 건강프로젝트 장&유리너리 160g,1500,1500,0,160,반려견 장과 방광 건강을 위한 건강프로젝트 160g,C,1,z,377,C1z377,"동원 뉴트리플랜 건강프로젝트 장&유리너리 160g은 반려동물의 장과 유리너리 건강을 지원하는 캔 사료입니다. 식이섬유와 필수 영양소가 풍부하여 장 건강을 개선하고, 비타민과 미네랄이 유리너리 기능을 돕습니다. 신선한 재료로 만들어져 맛과 영양이 뛰어나며, 반려동물의 건강을 종합적으로 관리할 수 있습니다.",
치킨 슬라이스 1kg,24500,24500,0,1000,치킨으로 만든 슬라이스 간식 1kg,D,2,z,378,D2z378,"치킨 슬라이스 1kg은 반려견을 위한 고단백 간식으로, 신선한 치킨을 슬라이스 형태로 건조하여 만들어졌습니다. 씹기 좋은 질감과 풍부한 맛으로 반려견의 기호를 만족시킵니다. 1kg의 대용량으로 경제적이며, 건강한 간식으로 치아와 잇몸 건강을 지원합니다. 오랜 시간 동안 제공할 수 있는 실용적인 제품입니다.",
폴포 매직울타리 12P,30000,30000,0,12,매직울타리 폴포 제품 12개 포함,Z,3,z,379,Z3z379,"폴포 매직울타리 12P는 반려동물의 안전한 공간을 확보할 수 있는 울타리입니다. 간편하게 조립할 수 있으며, 이동식으로 다양한 공간에 설치 가능합니다. 튼튼한 구조로 반려동물의 탈출을 방지하며, 공간 분리가 필요할 때 유용하게 사용할 수 있습니다. 12개의 패널로 원하는 크기로 조절 가능하며, 실용적이고 안전한 제품입니다.",
맥시 치킨져키 800g,13700,13700,0,800,치킨으로 만든 져키 800g,D,2,z,380,D2z380,"맥시 치킨 져키 800g은 반려견을 위한 풍부한 단백질 간식입니다. 신선한 치킨을 사용하여 건강하고 맛있는 져키를 제작하였으며, 씹기 좋은 질감으로 반려견의 기호를 만족시킵니다. 800g의 대용량으로 오랜 시간 동안 제공할 수 있으며, 영양과 맛을 동시에 제공하는 간식입니다.",
네츄럴이엑스 한우 불리스틱 초소형 1p,2500,2500,0,1,초소형 강아지를 위한 한우 불리스틱 1개 포함,D,2,z,381,D2z381,"네츄럴이엑스 한우 불리스틱 초소형 1p는 소형견을 위한 고급 간식입니다. 신선한 한우를 사용하여 맛과 영양을 더하였으며, 작은 사이즈로 소형견이 쉽게 씹을 수 있습니다. 단백질과 비타민이 풍부하여 건강을 지원하며, 간편하게 제공할 수 있는 특별한 간식입니다.",
부들부들 제너럴 샴푸&린스 500g,6300,6300,0,500,부들부들 제너럴 샴푸와 린스 500g,Z,3,z,382,Z3z382,"부들부들 제너럴 샴푸&린스 500g은 반려동물의 피부와 모질을 건강하게 관리하는 제품입니다. 부드러운 성분으로 피부 자극을 최소화하며, 윤기 나는 털을 유지하도록 돕습니다. 샴푸와 린스가 함께 제공되어 간편하게 사용할 수 있으며, 반려동물의 모질을 깨끗하고 건강하게 유지하는 데 도움을 줍니다.",
바비온 발톱깍기 소형,7000,7000,0,1,소형 강아지와 고양이를 위한 바비온 발톱깍기,Z,3,z,383,Z3z383,"바비온 발톱 깍기 소형은 반려동물의 발톱을 안전하고 정확하게 관리할 수 있는 도구입니다. 소형 디자인으로 소형견 및 고양이의 발톱에 적합하며, 날카로운 칼날이 발톱을 깨끗하게 자를 수 있습니다. 편리한 그립감과 효율적인 사용으로, 발톱 관리가 쉬워집니다.",
에티펫 발바닥보호밤,8900,8900,0,40,발바닥을 보호하는 반려동물용 보호밤,Z,3,z,384,Z3z384,"에티펫 발바닥 보호 밤은 반려동물의 발바닥을 보호하고 건강하게 유지하는 제품입니다. 천연 성분으로 제작되어 발바닥의 건조함과 균열을 방지하며, 보습 효과가 뛰어나 반려동물의 발바닥을 부드럽고 건강하게 유지합니다. 간편하게 바를 수 있으며, 반려동물의 안전과 편안함을 제공합니다.",
페슬러 자동리드줄(M),16500,13200,0.2,1,중형견을 위한 자동 리드줄,Z,3,z,385,Z3z385,"페슬러 자동 리드줄 (M)은 반려동물과의 산책을 더욱 편리하게 만들어주는 자동 리드줄입니다. 자동으로 늘어나고 줄어드는 기능으로, 산책 중 자유롭게 조절할 수 있으며, 편안한 사용감을 제공합니다. 내구성이 강하고 편리한 그립으로 산책을 즐겁고 안전하게 도와주는 제품입니다.",
내츄럴랩 건강한치즈 애견간식 블루베리 스틱 100g,4900,4900,0,100,블루베리가 들어간 건강한 치즈 스틱 간식 100g,D,2,z,386,D2z386,"내츄럴랩 건강한 치즈 애견 간식 블루베리 스틱 100g은 반려견을 위한 영양 간식입니다. 고품질 치즈와 블루베리가 조화를 이루어 풍부한 맛을 제공합니다. 블루베리는 항산화 성분이 풍부하여 건강을 지원하며, 치즈는 단백질과 칼슘이 가득합니다. 100g의 실용적인 포장으로 간편하게 제공할 수 있으며, 반려견의 기호와 건강을 모두 만족시킵니다.",
보아털 오뎅꼬치,2000,2000,0,1,보아털로 만든 오뎅 꼬치 간식,D,2,z,387,D2z387,"보아털 오뎅꼬치는 반려동물을 위한 맛있는 간식으로, 신선한 오뎅을 사용하여 만든 제품입니다. 고단백 간식으로 반려동물의 기호를 자극하며, 씹기 좋은 질감으로 간편하게 급여할 수 있습니다. 반려동물의 기호와 건강을 동시에 만족시키는 맛있고 영양가 있는 간식입니다.",
위스카스 시니어 참치 80g,1200,1200,0,80,시니어 고양이를 위한 참치 파우치 80g,C,1,s,388,C1s388,"위스카스 시니어 참치 80g은 노령 고양이를 위한 영양 간식입니다. 신선한 참치가 주 재료로 사용되어 부드럽고 맛있는 식감을 제공합니다. 노령 고양이의 건강을 고려하여 설계된 제품으로, 필수 비타민과 미네랄이 포함되어 있어 영양을 균형 있게 공급합니다. 80g의 실용적인 포장으로 간편하게 제공할 수 있습니다.",
바비온 반려동물 M4-751C 커브 가위,29400,29400,0,1,751C 커브 가위 - 반려동물을 위한 커브 가위 바비온 제품,Z,3,z,389,Z3z389,"바비온 반려동물 M4-751C 커브 가위는 반려동물의 털 손질을 위한 전문 도구입니다. 커브형 디자인으로 접근이 어려운 부위도 쉽게 다듬을 수 있으며, 날카로운 칼날로 깔끔한 컷이 가능합니다. 편리한 그립과 인체공학적인 설계로 편안하게 사용할 수 있어, 반려동물의 털 관리에 유용한 제품입니다.",
원목무늬 스크래쳐,15000,15000,0,1,원목 무늬로 디자인된 스크래쳐,C,3,z,390,C3z390,"원목 무늬 스크래쳐는 고양이의 긁기 본능을 충족시키는 필수 아이템입니다. 자연스러운 원목 무늬로 고양이의 관심을 끌며, 내구성이 강하여 오랜 사용이 가능합니다. 집안 인테리어와 잘 어울리는 디자인으로, 고양이의 발톱 건강을 유지하고 가구의 긁힘을 방지합니다.",
포켄스 덴탈스틱 후레시 오메가3 S 작은별 220g,10500,10500,0,220,작은별 모양의 오메가3를 포함한 덴탈스틱 간식 220g,D,2,z,391,D2z391,"포켄스 덴탈스틱 후레시 오메가3 S 작은별 220g은 반려견의 치아 건강과 구강 청결을 위한 간식입니다. 오메가3가 함유되어 있어 피부와 모질 건강에도 도움을 줍니다. 작은 별 모양으로 씹기 좋으며, 상쾌한 후레시 향으로 입냄새를 제거하고, 치아와 잇몸을 효과적으로 관리할 수 있습니다.",
[동원 x 몰리스] 러브투게더 고양이 습식캔 160g x 24입,26400,26400,0,3840,동원과 몰리스의 협업으로 제작된 고양이 습식 캔 24개 세트,C,1,z,392,C1z392,"[동원 x 몰리스] 러브투게더 고양이 습식캔 160g x 24입은 고양이를 위한 프리미엄 습식 사료입니다. 신선한 재료로 만들어져 맛과 영양이 풍부하며, 고양이의 기호를 만족시킵니다. 160g의 적당한 용량이 24개입으로 제공되어, 오랜 시간 동안 간편하게 급여할 수 있습니다. 균형 잡힌 영양으로 고양이의 건강을 지원합니다.",
아침애 사료 플러스 피부건강 1kg,19000,19000,0,1000,피부 건강을 위한 아침애 사료 1kg,D,1,s,393,D1s393,"아침애 사료 플러스 피부 건강 1kg은 반려동물의 피부와 모질 건강을 위한 고품질 사료입니다. 피부와 모질에 좋은 성분이 포함되어 있으며, 비타민과 미네랄이 균형 잡혀 있어 건강한 피부와 윤기 있는 털을 유지하는 데 도움을 줍니다. 1kg의 대용량으로 경제적이며, 반려동물의 건강한 식습관을 지원합니다.",
국민 두부 고양이 모래(녹차),6900,6900,0,3000,녹차가 포함된 고양이 모래 국민 제품,C,3,z,394,C3z394,"국민 두부 고양이 모래(녹차)는 자연 소재로 만들어진 고양이용 모래입니다. 두부 기반으로 소화가 잘 되며, 강력한 흡수력과 탈취 효과를 제공합니다. 녹차 성분이 함유되어 있어 냄새를 상쾌하게 유지하며, 부드러운 질감으로 고양이의 발바닥에 부담이 적습니다. 안전하고 편리한 모래로, 청결한 화장실 환경을 유지합니다.",
M)슬리커브러쉬M,13000,13000,0,1,중형견을 위한 슬리커 브러쉬 M 사이즈,Z,3,z,395,Z3z395,"M) 슬리커 브러쉬 M은 반려동물의 털 관리에 유용한 브러쉬입니다. 중간 크기의 브러쉬로, 다양한 털 길이에 적합하며, 부드럽고 효과적으로 엉킨 털을 제거합니다. 인체공학적인 손잡이로 편안한 그립감을 제공하며, 반려동물의 털을 깨끗하고 건강하게 유지하는 데 도움을 줍니다.",
테라카니스 퓨어미트 치킨 400g,11000,11000,0,400,치킨으로 만든 퓨어미트 테라카니스 사료 400g,D,1,z,396,D1z396,"테라카니스 퓨어미트 치킨 400g은 반려동물을 위한 고급 치킨 사료입니다. 신선한 치킨을 100% 사용하여 풍부한 단백질과 영양을 제공합니다. 인공 첨가물 없이 자연 그대로의 맛과 건강을 유지하며, 부드러운 질감으로 소화가 잘 됩니다. 400g의 실용적인 패키지로 간편하게 급여할 수 있습니다.",
찜쿡 닭가슴살 야채츄러스400g,9900,9900,0,400,닭가슴살과 야채로 만든 찜쿡 츄러스 간식 400g,D,2,z,397,D2z397,"찜쿡 닭가슴살 야채츄러스 400g은 반려견을 위한 맛있고 건강한 간식입니다. 신선한 닭가슴살과 영양가 있는 야채를 사용하여 제조되었으며, 고단백과 비타민이 풍부합니다. 씹기 좋은 질감으로 반려견의 치아 건강을 지원하며, 400g의 대용량으로 오랜 시간 간편하게 제공할 수 있습니다.",
똑똑한입 포천 이동갈비 250g,12500,12500,0,250,포천 이동갈비로 만든 똑똑한입 간식 250g,D,2,z,398,D2z398,"똑똑한입 포천 이동갈비 250g은 반려견을 위한 풍미 가득한 간식입니다. 신선한 이동갈비를 사용하여 만든 제품으로, 고단백과 영양이 풍부합니다. 씹는 즐거움을 제공하며, 반려견의 기호를 만족시킵니다. 250g의 패키지로 적당량을 간편하게 제공할 수 있습니다.",
DTC 소고기 단호박 져키200G,4500,4500,0,200,소고기와 단호박으로 만든 DTC 져키 간식 200g,D,2,z,399,D2z399,"DTC 소고기 단호박 져키 200g은 반려견을 위한 건강한 간식입니다. 소고기와 단호박이 조화를 이루어 풍부한 맛과 영양을 제공합니다. 고단백과 식이섬유가 풍부하여 반려견의 소화와 건강을 지원합니다. 200g의 실용적인 패키지로 간편하게 급여할 수 있으며, 씹는 재미를 더해줍니다.",
츄르비 닭가슴살&구운닭가슴살 4개입,3500,2800,0.2,4,닭가슴살과 구운 닭가슴살로 만든 츄르비 간식 4개 세트,D,2,z,400,D2z400,"츄르비 닭가슴살&구운닭가슴살 4개입은 반려견을 위한 프리미엄 간식입니다. 신선한 닭가슴살과 구운 닭가슴살로 만들어져 풍부한 맛과 영양을 제공합니다. 4개입 패키지로 간편하게 제공할 수 있으며, 반려견의 기호와 건강을 모두 만족시키는 맛있는 간식입니다.",
포비스 덴탈크린치약 100ml,5600,5600,0,100,약용으로 제작된 반려동물용 덴탈 크린치 100ml,D,3,z,401,D3z401,"포비스 덴탈크린 치약 100ml는 반려동물의 치아 건강을 위한 전문 치약입니다. 치아와 잇몸을 깨끗하게 유지하고 플라그와 치석 형성을 방지합니다. 부드러운 맛으로 반려동물이 거부감 없이 사용하며, 100ml의 실용적인 용량으로 오랜 사용이 가능합니다. 구강 건강을 종합적으로 관리하는 데 도움을 줍니다.",
해피밀 황태와 오리 1.2kg,17900,17900,0,1200,황태와 오리로 만든 해피밀 사료 1.2kg,D,1,z,402,D1z402,"해피밀 황태와 오리 1.2kg은 반려동물을 위한 건강하고 맛있는 사료입니다. 황태와 오리의 풍미가 조화를 이루어 풍부한 단백질과 영양을 제공합니다. 대용량 1.2kg 패키지로 경제적이며, 반려동물의 건강한 식습관을 유지하는 데 도움을 줍니다. 균형 잡힌 영양으로 반려동물의 전반적인 건강을 지원합니다.",
프리스키 파티믹스 피크닉 60g,4300,4300,0,60,파티믹스 피크닉 프리스키 간식 60g,C,2,z,403,C2z403,"프리스키 파티믹스 피크닉 60g은 고양이를 위한 맛있는 간식 믹스입니다. 다양한 맛의 간식이 혼합되어 있어 고양이의 기호를 만족시킵니다. 소형 패키지로 간편하게 제공할 수 있으며, 고양이의 간식 시간을 더욱 즐겁고 특별하게 만들어줍니다. 60g의 실용적인 용량으로 적당량을 제공할 수 있습니다.",
도레미파 냥오름 고양이 스크래쳐,83000,61400,0.26,200,"내구성 좋은 스크래쳐, 고양이 스트레스 해소.",C,3,z,404,C3z404,"도레미파 냥오름 고양이 스크래쳐는 고양이의 긁기 본능을 만족시킬 수 있는 스크래쳐입니다. 내구성이 강한 재질로 제작되어 오랜 사용이 가능하며, 고양이의 발톱을 건강하게 유지하는 데 도움을 줍니다. 디자인이 세련되어 집안 인테리어와 잘 어울리며, 고양이의 흥미를 끌어주는 제품입니다.",
